UNASSIGNED,gs://xr-showdown-2020/images/screen_0.png,cup,0.590592,0.6352851,,,1,0.7973233,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_1.png,cup,0.4099647,0.625979,,,0.8496256,0.8054448,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_2.png,cup,0,0.7400923,,,0.3951242,0.8978667,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_3.png,cup,0.453367,0.6168856,,,0.9428754,0.7520573,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_4.png,cup,0.9317677,0.6068855,,,1,0.8777456,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_5.png,cup,0.823455,0.8357784,,,1,1,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_6.png,cup,0.1349234,0.4839892,,,0.4688161,0.6567994,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_7.png,cup,0.07270887,0.4706336,,,0.4736726,0.6805619,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_8.png,cup,0.8201432,0.3110254,,,1,0.5469003,,
UNASSIGNED,gs://xr-showdown-2020/images/screen_9.png,cup,0.3747646,0.5652197,,,0.8943435,0.7199448,,

